epoch,train_acc,val_acc,test_acc
1,81.57,85.12,84.48
2,87.38,88.40,87.75
3,88.98,87.22,86.65
4,89.78,87.90,87.36
5,90.38,89.56,88.67
6,91.14,88.41,88.07
7,91.59,89.44,89.20
8,92.09,89.62,89.50
9,92.58,90.70,90.25
10,92.85,90.14,89.53
