epoch,train_loss,val_loss,test_loss
1,0.51,0.40,0.41
2,0.34,0.35,0.37
3,0.30,0.32,0.34
4,0.27,0.29,0.31
5,0.25,0.28,0.30
6,0.24,0.32,0.33
7,0.22,0.29,0.31
8,0.21,0.27,0.29
9,0.20,0.28,0.29
10,0.19,0.27,0.29
