,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,,,,,,,,,,
automobile,,,,,,,,,,
bird,,,,,,,,,,
cat,,,,,,,,,,
deer,,,,,,,,,,
dog,,,,,,,,,,
frog,,,,,,,,,,
horse,,,,,,,,,,
ship,,,,,,,,,,
truck,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
