epoch,train_loss,val_loss,test_loss
1,,275270099.10,274002774.58
2,,275270098.97,274002774.58
3,,275270100.58,274002774.58
4,,275270099.23,274002774.58
5,,275270100.48,274002774.58
6,,275270098.94,274002774.58
7,,275270098.64,274002774.58
8,,275270100.74,274002774.58
9,,275270098.64,274002774.58
10,,275270099.61,274002774.58
