epoch,train_acc,val_acc,test_acc
1,39.79,57.16,56.84
2,63.27,63.73,63.30
3,70.65,72.19,72.77
4,74.78,74.65,74.80
5,78.02,77.31,77.36
6,80.47,79.74,79.85
7,82.42,77.34,77.25
8,84.44,80.49,79.65
9,86.17,81.62,81.50
10,87.51,82.43,81.86
