epoch,train_loss,val_loss,test_loss
1,1.65,1.20,1.21
2,1.04,1.04,1.05
3,0.84,0.78,0.77
4,0.73,0.73,0.73
5,0.64,0.66,0.67
6,0.57,0.59,0.59
7,0.51,0.69,0.70
8,0.45,0.60,0.62
9,0.40,0.55,0.55
10,0.36,0.53,0.55
