epoch,train_acc,val_acc,test_acc
1,15.39,15.48,15.41
2,19.11,20.35,20.13
3,20.50,23.37,24.04
4,21.53,27.31,26.52
5,22.37,28.13,28.40
6,23.12,28.73,28.22
7,23.98,24.39,23.84
8,24.03,27.35,26.44
9,24.86,30.39,29.78
10,26.19,30.85,30.45
