epoch,train_loss,val_loss,test_loss
1,2.99,1.96,1.95
2,2.04,1.91,1.91
3,2.03,1.92,1.92
4,2.02,1.92,1.92
5,2.03,1.97,1.97
6,2.02,1.93,1.92
7,2.01,1.90,1.89
8,1.99,1.89,1.88
9,1.97,1.83,1.82
10,1.94,1.77,1.76
