epoch,train_acc,val_acc,test_acc
1,61.20,78.75,78.26
2,74.64,81.03,80.25
3,79.33,82.92,82.31
4,81.76,86.33,86.04
5,84.76,87.92,87.60
6,86.66,89.34,89.55
7,88.24,88.85,88.64
8,89.03,89.83,89.88
9,89.67,91.05,91.01
10,90.48,91.23,91.61
11,91.17,92.14,91.72
12,91.51,91.22,91.01
13,92.07,91.93,91.65
14,92.62,91.63,91.15
15,92.95,92.38,92.32
