epoch,train_loss,val_loss,test_loss
1,1.17,0.66,0.67
2,0.64,0.52,0.53
3,0.55,0.46,0.47
4,0.48,0.42,0.43
5,0.42,0.36,0.37
6,0.37,0.32,0.33
7,0.34,0.32,0.32
8,0.31,0.32,0.33
9,0.29,0.31,0.32
10,0.27,0.29,0.29
11,0.25,0.25,0.26
12,0.24,0.26,0.26
13,0.23,0.25,0.26
14,0.21,0.25,0.25
15,0.20,0.24,0.25
