epoch,train_loss,val_loss,test_loss
1,0.51,0.40,0.41
2,0.34,0.31,0.33
3,0.30,0.35,0.36
4,0.27,0.34,0.35
5,0.26,0.28,0.30
6,0.24,0.33,0.35
7,0.22,0.30,0.30
8,0.21,0.29,0.30
9,0.20,0.26,0.29
10,0.19,0.28,0.30
11,0.18,0.27,0.29
12,0.17,0.28,0.30
13,0.15,0.29,0.31
14,0.15,0.31,0.34
15,0.14,0.29,0.31
