epoch,train_loss,val_loss,test_loss
1,1.59,1.62,1.63
2,1.33,1.47,1.47
3,1.22,1.47,1.48
4,1.14,1.29,1.30
5,1.08,1.39,1.39
6,1.03,1.24,1.24
7,0.99,1.13,1.13
8,0.95,1.74,1.72
9,0.92,1.27,1.26
10,0.89,1.34,1.34
