epoch,train_acc,val_acc,test_acc
1,42.74,41.35,41.67
2,52.82,48.92,49.17
3,57.01,49.31,48.63
4,60.07,54.85,54.23
5,62.19,53.49,53.54
6,64.11,57.61,56.71
7,65.09,61.05,60.57
8,66.44,46.94,47.55
9,67.58,59.01,59.08
10,68.68,57.41,57.12
