epoch,train_loss,val_loss,test_loss
1,0.93,0.53,0.55
2,0.57,0.50,0.52
3,0.49,0.42,0.44
4,0.43,0.39,0.41
5,0.39,0.37,0.38
6,0.35,0.35,0.36
7,0.33,0.31,0.33
8,0.31,0.32,0.33
9,0.29,0.30,0.31
10,0.27,0.31,0.32
11,0.26,0.29,0.30
12,0.24,0.30,0.31
13,0.23,0.25,0.26
14,0.21,0.23,0.25
15,0.20,0.24,0.25
16,0.19,0.24,0.24
17,0.19,0.22,0.23
18,0.17,0.21,0.22
19,0.17,0.25,0.26
20,0.16,0.24,0.25
