epoch,train_acc,val_acc,test_acc
1,68.75,80.23,79.62
2,78.50,84.60,83.52
3,82.03,85.70,85.02
4,84.21,86.08,85.12
5,85.83,88.41,88.21
6,87.21,89.00,88.83
7,88.23,89.55,89.28
8,89.05,90.59,90.27
9,89.85,90.73,90.51
10,90.32,89.28,89.26
11,90.81,90.08,89.40
12,91.49,89.03,88.99
13,91.90,91.33,91.07
14,92.37,92.21,91.89
15,92.81,90.77,90.58
16,93.20,91.69,91.51
17,93.32,92.45,92.20
18,93.89,92.52,92.21
19,93.98,91.11,90.46
20,94.19,91.19,90.83
