epoch,train_acc,val_acc,test_acc
1,61.27,79.34,78.80
2,77.36,85.07,85.00
3,81.76,86.48,85.80
4,84.92,88.25,88.16
5,86.58,89.63,89.84
6,87.82,88.62,89.07
7,88.83,90.21,90.11
8,89.72,90.43,90.33
9,90.07,90.77,90.58
10,90.91,90.88,90.85
11,91.32,91.31,91.22
12,91.69,92.13,91.85
13,92.28,91.81,91.69
14,92.51,91.75,91.20
15,92.96,92.25,92.20
16,93.31,91.81,91.68
17,93.63,92.74,93.09
18,93.86,93.17,92.95
19,94.25,92.92,92.85
20,94.57,93.04,93.05
