epoch,train_loss,val_loss,test_loss
1,1.18,0.60,0.61
2,0.60,0.49,0.50
3,0.50,0.43,0.44
4,0.42,0.38,0.39
5,0.37,0.35,0.35
6,0.34,0.35,0.34
7,0.31,0.29,0.30
8,0.29,0.30,0.30
9,0.28,0.29,0.29
10,0.26,0.29,0.30
11,0.25,0.27,0.28
12,0.24,0.25,0.26
13,0.22,0.24,0.24
14,0.21,0.25,0.26
15,0.20,0.24,0.25
16,0.19,0.24,0.25
17,0.18,0.23,0.23
18,0.17,0.20,0.21
19,0.16,0.21,0.22
20,0.16,0.20,0.21
