epoch,train_acc,val_acc,test_acc
1,9.93,10.16,10.00
2,9.91,9.97,10.00
3,10.13,10.33,10.00
4,9.94,10.16,10.00
5,10.05,10.37,10.00
6,9.74,10.37,10.00
7,10.00,9.38,10.00
8,9.85,9.38,10.00
9,10.22,10.37,10.00
10,10.18,9.97,10.00
