epoch,train_acc,val_acc,test_acc
1,10.06,10.20,10.00
2,10.15,9.83,10.00
3,9.78,9.75,10.00
4,9.87,9.83,10.00
5,9.77,9.83,10.00
6,9.93,10.47,10.00
7,9.74,10.09,10.00
8,9.95,10.25,10.00
9,10.03,10.20,10.00
10,9.86,10.47,10.00
