epoch,train_acc,val_acc,test_acc
1,72.45,80.12,79.23
2,82.64,83.93,83.21
3,85.17,85.12,84.98
4,86.63,86.39,86.34
5,87.44,86.95,86.71
6,87.95,86.93,86.55
7,88.54,87.96,87.42
8,88.78,87.61,87.24
9,89.05,88.18,87.46
10,89.47,88.55,88.00
