epoch,train_loss,val_loss,test_loss
1,0.89,0.53,0.55
2,0.48,0.44,0.46
3,0.41,0.41,0.42
4,0.38,0.37,0.39
5,0.35,0.36,0.37
6,0.34,0.36,0.38
7,0.32,0.34,0.35
8,0.31,0.34,0.36
9,0.30,0.33,0.35
10,0.29,0.32,0.34
