epoch,train_acc,val_acc,test_acc
1,82.55,86.47,85.34
2,87.84,87.66,87.11
3,89.13,88.72,88.27
4,90.01,89.25,88.86
5,90.77,89.95,89.44
6,91.48,88.73,88.43
7,91.89,90.43,89.62
8,92.24,90.47,89.84
9,92.75,90.62,90.22
10,93.31,90.24,89.77
