epoch,train_loss,val_loss,test_loss
1,10.78,1.19,1.19
2,1.59,1.23,1.23
3,2.15,1.66,1.68
4,1.63,1.38,1.39
5,2.42,2.36,2.31
6,2.35,2.31,2.31
7,2.36,2.31,2.31
8,2.33,2.31,2.31
9,2.31,2.31,2.30
10,2.35,2.31,2.31
