epoch,train_loss,val_loss,test_loss
1,1.76,1.28,1.29
2,1.10,0.97,0.98
3,0.80,0.80,0.81
4,0.59,0.78,0.79
5,0.39,0.75,0.77
6,0.23,0.91,0.94
7,0.16,0.97,1.01
8,0.12,1.16,1.20
9,0.10,1.11,1.13
10,0.09,1.17,1.18
