epoch,train_acc,val_acc,test_acc
1,34.73,54.94,54.47
2,61.62,66.43,66.09
3,72.23,72.51,72.30
4,79.85,73.55,73.38
5,86.74,75.82,75.16
6,92.00,75.12,75.12
7,94.62,75.81,75.55
8,96.03,75.11,74.42
9,96.68,75.88,75.93
10,97.06,74.55,74.92
