epoch,train_acc,val_acc,test_acc
1,10.22,9.75,10.00
2,10.10,9.75,10.00
3,9.88,9.75,10.00
4,10.01,9.91,10.00
5,10.07,9.64,10.00
6,9.80,10.09,10.00
7,10.14,9.95,10.00
8,9.78,10.09,10.00
9,9.93,9.75,10.00
10,9.97,10.09,10.00
