,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,,,,,,,,,,
automobile,,,,,,,,,,
bird,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
cat,,,,,,,,,,
deer,,,,,,,,,,
dog,,,,,,,,,,
frog,,,,,,,,,,
horse,,,,,,,,,,
ship,,,,,,,,,,
truck,,,,,,,,,,
