,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.7343599615014437,0.02021174205967276,0.0519730510105871,0.016361886429258902,0.008662175168431183,0.008662175168431183,0.006737247353224254,0.013474494706448507,0.09239653512993262,0.04716073147256978
automobile,0.022641509433962263,0.7943396226415095,0.005660377358490566,0.009433962264150943,0.0037735849056603774,0.008490566037735849,0.010377358490566037,0.006603773584905661,0.04716981132075472,0.09150943396226414
bird,0.05135658914728682,0.018410852713178296,0.5872093023255814,0.06298449612403101,0.07170542635658915,0.07945736434108527,0.06298449612403101,0.041666666666666664,0.01065891472868217,0.013565891472868217
cat,0.022786458333333332,0.015625,0.068359375,0.4375,0.0703125,0.19075520833333334,0.11653645833333333,0.037109375,0.018880208333333332,0.022135416666666668
deer,0.04242424242424243,0.006926406926406926,0.10216450216450217,0.05714285714285714,0.6207792207792208,0.04329004329004329,0.0329004329004329,0.0735930735930736,0.01645021645021645,0.004329004329004329
dog,0.005943536404160475,0.0014858841010401188,0.05943536404160475,0.12481426448736999,0.022288261515601784,0.7072808320950966,0.017830609212481426,0.05200594353640416,0.004457652303120356,0.004457652303120356
frog,0.0050062578222778474,0.0037546933667083854,0.03128911138923655,0.03629536921151439,0.03629536921151439,0.017521902377972465,0.8485607008760951,0.007509386733416771,0.008760951188986232,0.0050062578222778474
horse,0.007438894792773645,0.004250797024442083,0.03506907545164718,0.04144527098831031,0.040382571732199786,0.061636556854410204,0.004250797024442083,0.7885228480340064,0.003188097768331562,0.01381509032943677
ship,0.041031652989449004,0.021101992966002344,0.010550996483001172,0.010550996483001172,0.005861664712778429,0.0035169988276670576,0.0035169988276670576,0.0011723329425556857,0.8815943728018757,0.021101992966002344
truck,0.02850877192982456,0.06578947368421052,0.0043859649122807015,0.009868421052631578,0.0010964912280701754,0.006578947368421052,0.003289473684210526,0.010964912280701754,0.03289473684210526,0.8366228070175439
