epoch,train_acc,val_acc,test_acc
1,49.17,54.34,54.75
2,62.37,58.59,58.99
3,68.01,66.56,67.02
4,72.24,67.64,67.96
5,75.12,69.12,70.11
6,77.74,59.57,60.58
7,80.49,64.91,64.42
8,82.60,68.21,68.79
9,84.67,70.48,70.39
10,86.59,70.48,70.96
11,88.10,71.18,71.27
12,89.47,70.44,70.84
13,90.88,69.65,70.01
14,91.91,70.88,71.02
15,92.96,70.82,70.80
