epoch,train_acc,val_acc,test_acc
1,9.93,10.16,10.00
2,9.92,10.16,10.00
3,9.92,10.16,10.00
4,9.92,10.16,10.00
5,9.92,10.16,10.00
6,9.92,10.16,10.00
7,9.92,10.16,10.00
8,9.92,10.16,10.00
9,9.92,10.16,10.00
10,9.92,10.16,10.00
