epoch,train_acc,val_acc,test_acc
1,68.74,79.04,78.47
2,78.78,85.00,84.11
3,81.94,86.64,86.12
4,84.30,87.98,86.87
5,85.75,86.80,86.40
6,86.79,89.71,89.22
7,88.12,90.16,89.47
8,88.84,89.80,89.53
9,89.64,90.76,90.43
10,90.09,89.72,89.22
