epoch,train_loss,val_loss,test_loss
1,0.93,0.55,0.57
2,0.57,0.47,0.48
3,0.49,0.43,0.44
4,0.44,0.39,0.40
5,0.39,0.37,0.39
6,0.36,0.34,0.35
7,0.33,0.30,0.31
8,0.31,0.31,0.32
9,0.29,0.28,0.29
10,0.28,0.32,0.34
