epoch,train_acc,val_acc,test_acc
1,9.97,9.64,10.00
2,10.02,10.09,10.00
3,10.49,10.20,10.00
4,9.97,9.95,10.00
5,10.08,9.64,10.00
6,9.87,10.09,10.00
7,9.70,9.64,10.00
8,10.01,9.64,10.00
9,9.72,9.75,10.00
10,9.88,9.64,10.00
