epoch,train_loss,val_loss,test_loss
1,40.60,2.06,2.06
2,2.01,2.20,2.19
3,1.97,1.93,1.93
4,2.23,2.31,2.31
5,2.31,2.31,2.31
6,2.31,2.32,2.32
7,2.32,2.31,2.31
8,2.32,2.32,2.32
9,2.32,2.31,2.31
10,2.32,2.32,2.32
