epoch,train_acc,val_acc,test_acc
1,15.11,16.22,16.11
2,17.73,15.30,15.19
3,18.96,20.26,19.86
4,12.26,9.75,10.00
5,10.19,9.83,10.00
6,10.03,10.25,10.00
7,9.84,10.47,10.00
8,9.95,9.64,10.00
9,10.11,10.09,10.00
10,9.95,9.64,10.00
