epoch,train_loss,val_loss,test_loss
1,0.14,0.14,0.14
2,0.14,0.14,0.14
3,0.14,0.14,0.14
4,0.14,0.14,0.14
5,0.14,0.14,0.14
6,0.14,0.14,0.14
7,0.14,0.14,0.14
8,0.14,0.14,0.14
9,0.14,0.14,0.14
10,0.14,0.14,0.14
