epoch,train_acc,val_acc,test_acc
1,9.96,9.85,10.00
2,10.08,9.68,10.00
3,9.95,9.38,10.00
4,9.90,9.68,10.00
5,9.92,9.38,10.00
6,9.89,10.16,10.00
7,10.14,9.38,10.00
8,9.80,10.03,10.00
9,10.11,9.97,10.00
10,9.93,9.38,10.00
