,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.7426470588235294,0.009191176470588236,0.07352941176470588,0.03676470588235294,0.027573529411764705,0.01011029411764706,0.013786764705882353,0.009191176470588236,0.06066176470588235,0.016544117647058824
automobile,0.007532956685499058,0.8408662900188324,0.009416195856873822,0.011299435028248588,0.00847457627118644,0.004708097928436911,0.01694915254237288,0.007532956685499058,0.023540489642184557,0.0696798493408663
bird,0.0391304347826087,0.003260869565217391,0.675,0.07717391304347826,0.07717391304347826,0.04673913043478261,0.03804347826086957,0.02717391304347826,0.010869565217391304,0.005434782608695652
cat,0.013333333333333334,0.006666666666666667,0.06222222222222222,0.5822222222222222,0.07,0.12777777777777777,0.07222222222222222,0.03888888888888889,0.012222222222222223,0.014444444444444444
deer,0.02541436464088398,0.0011049723756906078,0.0861878453038674,0.06850828729281767,0.7171270718232045,0.02983425414364641,0.01878453038674033,0.03535911602209945,0.009944751381215469,0.0077348066298342545
dog,0.007554296506137866,0.0018885741265344666,0.06421152030217187,0.14636449480642116,0.047214353163361665,0.6487252124645893,0.030217186024551465,0.04343720491029273,0.0066100094428706326,0.003777148253068933
frog,0.012371134020618556,0.005154639175257732,0.03711340206185567,0.05567010309278351,0.03814432989690722,0.03402061855670103,0.8,0.006185567010309278,0.006185567010309278,0.005154639175257732
horse,0.012322274881516588,0.0009478672985781991,0.034123222748815164,0.03317535545023697,0.07109004739336493,0.04928909952606635,0.008530805687203791,0.7706161137440758,0.008530805687203791,0.011374407582938388
ship,0.05209397344228805,0.014300306435137897,0.010214504596527068,0.017364657814096015,0.007150153217568948,0.009193054136874362,0.018386108273748723,0.0040858018386108275,0.8457609805924413,0.021450459652706845
truck,0.027306967984934087,0.06120527306967985,0.004708097928436911,0.02824858757062147,0.00847457627118644,0.01694915254237288,0.014124293785310734,0.01977401129943503,0.027306967984934087,0.7919020715630886
