epoch,train_acc,val_acc,test_acc
1,37.78,53.24,54.48
2,62.95,64.70,64.62
3,71.42,70.24,70.80
4,75.56,72.06,71.97
5,79.01,76.32,76.37
6,81.39,80.33,80.02
7,83.49,75.96,75.83
8,85.28,79.58,79.16
9,87.13,80.73,80.94
10,88.38,80.16,79.69
