epoch,train_loss,val_loss,test_loss
1,1.71,1.29,1.28
2,1.05,1.01,1.00
3,0.82,0.84,0.84
4,0.70,0.80,0.80
5,0.61,0.67,0.69
6,0.54,0.57,0.58
7,0.47,0.78,0.80
8,0.42,0.61,0.63
9,0.37,0.59,0.58
10,0.34,0.61,0.61
