epoch,train_loss,val_loss,test_loss
1,2.93,2.08,2.08
2,2.05,2.03,2.03
3,2.04,1.94,1.94
4,2.06,2.05,2.05
5,2.03,1.91,1.92
6,2.02,1.99,1.99
7,2.02,2.05,2.05
8,2.01,1.99,1.99
9,2.01,1.97,1.97
10,1.97,1.91,1.92
11,1.98,2.00,2.00
12,1.99,1.90,1.91
13,2.00,1.97,1.97
14,1.97,1.95,1.96
15,1.97,1.90,1.90
16,1.93,1.89,1.90
17,1.92,1.90,1.91
18,1.92,1.92,1.92
19,1.90,1.85,1.85
20,1.88,1.83,1.84
21,1.89,1.88,1.89
22,1.90,1.84,1.85
23,1.88,1.78,1.79
24,1.86,1.83,1.84
25,1.86,1.83,1.84
