epoch,train_loss,val_loss,test_loss
1,0.83,0.48,0.50
2,0.49,0.39,0.41
3,0.41,0.33,0.35
4,0.37,0.29,0.31
5,0.35,0.27,0.29
6,0.34,0.26,0.28
7,0.33,0.26,0.28
8,0.31,0.26,0.28
9,0.31,0.26,0.28
10,0.30,0.27,0.29
