epoch,train_acc,val_acc,test_acc
1,69.40,81.34,80.66
2,82.41,84.92,84.21
3,85.51,88.42,87.63
4,86.79,89.85,88.92
5,87.58,90.22,89.81
6,88.09,90.50,89.70
7,88.37,90.72,90.25
8,88.97,90.42,89.30
9,89.04,90.44,89.92
10,89.33,90.05,89.64
