epoch,train_loss,val_loss,test_loss
1,1.81,1.34,1.35
2,1.18,1.00,1.00
3,0.84,0.86,0.87
4,0.60,0.80,0.82
5,0.36,0.81,0.83
6,0.19,1.01,1.02
7,0.12,1.06,1.09
8,0.09,1.17,1.20
9,0.08,1.21,1.24
10,0.06,1.28,1.31
11,0.06,1.26,1.28
12,0.05,1.43,1.48
13,0.05,1.40,1.41
14,0.04,1.37,1.42
15,0.04,1.28,1.33
16,0.04,1.27,1.30
17,0.03,1.43,1.49
18,0.04,1.24,1.27
19,0.03,1.43,1.47
20,0.03,1.24,1.29
21,0.03,1.84,1.86
22,0.03,1.47,1.51
23,0.02,1.43,1.49
24,0.03,1.57,1.60
25,0.03,1.36,1.38
