epoch,train_loss,val_loss,test_loss
1,1.70,1.82,1.81
2,1.33,1.37,1.38
3,1.20,1.22,1.21
4,1.12,1.30,1.30
5,1.05,1.18,1.16
6,1.00,1.15,1.13
7,0.97,1.25,1.24
8,0.93,1.30,1.30
9,0.90,1.14,1.13
10,0.88,1.11,1.12
