epoch,train_acc,val_acc,test_acc
1,40.31,40.78,41.41
2,52.51,52.14,52.25
3,57.99,57.22,58.07
4,61.33,56.10,55.78
5,63.62,59.62,60.08
6,65.86,61.40,61.40
7,66.96,58.95,59.77
8,68.28,58.50,58.63
9,69.21,62.08,62.11
10,70.34,64.17,63.56
