epoch,train_loss,val_loss,test_loss
1,1.68,1.17,1.15
2,1.06,0.91,0.91
3,0.85,0.83,0.82
4,0.73,0.79,0.79
5,0.64,0.66,0.65
6,0.57,0.70,0.72
7,0.51,0.67,0.68
8,0.45,0.61,0.62
9,0.40,0.61,0.61
10,0.36,0.63,0.65
11,0.31,0.56,0.56
12,0.28,0.56,0.58
13,0.25,0.49,0.51
14,0.22,0.56,0.58
15,0.20,0.55,0.57
