epoch,train_acc,val_acc,test_acc
1,38.53,58.76,59.49
2,62.68,68.27,69.12
3,70.54,70.57,71.22
4,74.62,72.57,73.06
5,77.93,77.87,77.66
6,80.56,76.55,75.85
7,82.61,78.42,78.24
8,84.58,79.79,79.79
9,86.23,79.94,79.85
10,87.64,79.82,79.74
11,89.09,81.77,81.82
12,90.27,82.48,82.11
13,91.18,83.91,83.88
14,92.16,83.37,83.23
15,93.31,83.50,83.43
