,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.8974358974358975,0.002229654403567447,0.045707915273132664,0.006688963210702341,0.010033444816053512,0.004459308807134894,0.008918617614269788,0.002229654403567447,0.022296544035674472,0.0
automobile,0.01368421052631579,0.9410526315789474,0.0010526315789473684,0.002105263157894737,0.0010526315789473684,0.002105263157894737,0.007368421052631579,0.0010526315789473684,0.015789473684210527,0.014736842105263158
bird,0.02295918367346939,0.0012755102040816326,0.8494897959183674,0.039540816326530615,0.021683673469387755,0.02040816326530612,0.03188775510204082,0.007653061224489796,0.002551020408163265,0.002551020408163265
cat,0.017061611374407582,0.0009478672985781991,0.04454976303317536,0.6919431279620853,0.031279620853080566,0.10900473933649289,0.0909952606635071,0.007582938388625593,0.004739336492890996,0.0018957345971563982
deer,0.018691588785046728,0.0009345794392523365,0.09906542056074766,0.04579439252336449,0.7551401869158878,0.022429906542056073,0.044859813084112146,0.011214953271028037,0.0009345794392523365,0.0009345794392523365
dog,0.001034126163391934,0.0,0.06204756980351603,0.07755946225439504,0.01964839710444674,0.795243019648397,0.023784901758014478,0.01964839710444674,0.001034126163391934,0.0
frog,0.002642007926023778,0.001321003963011889,0.021136063408190225,0.01453104359313078,0.011889035667107,0.0,0.9458388375165125,0.0,0.002642007926023778,0.0
horse,0.010833333333333334,0.0,0.0325,0.04,0.07416666666666667,0.0425,0.0125,0.785,0.0008333333333333334,0.0016666666666666668
ship,0.042926829268292686,0.011707317073170732,0.016585365853658537,0.014634146341463415,0.003902439024390244,0.000975609756097561,0.01951219512195122,0.000975609756097561,0.8839024390243903,0.004878048780487805
truck,0.050965250965250966,0.06795366795366796,0.005405405405405406,0.025482625482625483,0.008494208494208495,0.013899613899613899,0.032432432432432434,0.0069498069498069494,0.036293436293436294,0.7521235521235521
