epoch,train_acc,val_acc,test_acc
1,46.03,54.32,54.35
2,57.74,56.53,57.13
3,62.64,63.01,63.38
4,66.30,65.30,65.16
5,69.04,66.12,66.11
6,71.30,66.92,66.61
7,73.50,67.58,67.69
8,75.68,67.71,66.80
9,77.49,70.24,69.51
10,79.34,68.52,68.52
