epoch,train_loss,val_loss,test_loss
1,1.48,1.26,1.25
2,1.17,1.12,1.12
3,1.05,1.08,1.08
4,0.96,1.02,1.00
5,0.88,0.97,0.97
6,0.81,0.95,0.95
7,0.75,0.91,0.92
8,0.70,0.93,0.92
9,0.65,0.92,0.92
10,0.60,0.89,0.89
