,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,,,,,,,,,,
automobile,,,,,,,,,,
bird,,,,,,,,,,
cat,,,,,,,,,,
deer,,,,,,,,,,
dog,,,,,,,,,,
frog,,,,,,,,,,
horse,,,,,,,,,,
ship,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
truck,,,,,,,,,,
