epoch,train_loss,val_loss,test_loss
1,2.23,2.05,2.06
2,2.03,1.98,1.98
3,1.97,1.89,1.89
4,1.95,2.05,2.04
5,1.93,1.92,1.92
6,1.89,1.81,1.81
7,1.88,1.80,1.80
8,1.87,1.88,1.88
9,1.85,1.92,1.92
10,1.83,1.75,1.75
