epoch,train_acc,val_acc,test_acc
1,17.13,17.66,17.86
2,20.53,26.56,26.40
3,22.09,27.84,27.73
4,22.58,21.07,21.19
5,22.77,28.08,27.88
6,23.95,29.48,29.56
7,24.00,29.49,28.53
8,24.80,27.69,27.94
9,25.59,24.99,24.85
10,26.59,32.24,32.17
