epoch,train_acc,val_acc,test_acc
1,79.47,88.82,88.24
2,89.67,90.32,89.98
3,91.60,92.12,91.89
4,92.91,92.21,92.04
5,94.06,92.84,92.33
6,95.30,92.93,92.48
7,96.53,92.89,92.67
8,97.23,92.97,92.63
9,98.05,93.01,92.94
10,98.49,92.99,92.75
