epoch,train_loss,val_loss,test_loss
1,0.46,0.32,0.33
2,0.30,0.28,0.29
3,0.26,0.23,0.25
4,0.23,0.26,0.28
5,0.22,0.23,0.24
6,0.20,0.21,0.22
7,0.19,0.22,0.24
8,0.18,0.20,0.22
9,0.17,0.20,0.21
10,0.16,0.21,0.22
