epoch,train_acc,val_acc,test_acc
1,83.11,88.45,88.14
2,88.83,89.92,89.60
3,90.30,91.45,90.71
4,91.37,90.28,89.75
5,91.85,91.77,91.44
6,92.37,92.46,92.24
7,92.89,91.61,91.22
8,93.42,92.68,92.52
9,93.87,92.53,92.47
10,94.19,92.83,92.06
