epoch,train_acc,val_acc,test_acc
1,68.78,79.43,79.56
2,78.44,83.25,82.01
3,81.91,85.40,84.29
4,84.17,84.53,83.99
5,85.72,87.11,86.39
6,86.90,84.64,83.73
7,88.10,89.60,89.40
8,88.95,89.91,89.93
9,89.56,89.59,89.23
10,90.25,89.45,89.24
11,90.91,89.78,89.29
12,91.35,90.96,90.31
13,91.78,89.73,89.66
14,92.20,92.40,91.68
15,92.66,90.71,90.66
