epoch,train_loss,val_loss,test_loss
1,0.93,0.56,0.57
2,0.58,0.53,0.55
3,0.50,0.42,0.44
4,0.44,0.42,0.43
5,0.39,0.40,0.42
6,0.36,0.44,0.45
7,0.33,0.32,0.33
8,0.31,0.31,0.32
9,0.29,0.32,0.33
10,0.27,0.33,0.34
11,0.26,0.30,0.32
12,0.24,0.28,0.30
13,0.23,0.28,0.29
14,0.22,0.24,0.26
15,0.21,0.26,0.27
