,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8551859099804305,0.0,0.011741682974559686,0.026418786692759294,0.0009784735812133072,0.0009784735812133072,0.10273972602739725,0.0,0.0019569471624266144,0.0
Trouser,0.0,0.9900299102691924,0.0009970089730807576,0.005982053838484547,0.0,0.0,0.0029910269192422734,0.0,0.0,0.0
Pullover,0.017126546146527116,0.0,0.8582302568981922,0.005708848715509039,0.05042816365366318,0.0,0.0675547098001903,0.0,0.0009514747859181732,0.0
Dress,0.00796812749003984,0.00398406374501992,0.00796812749003984,0.9223107569721115,0.0348605577689243,0.0,0.021912350597609563,0.0,0.00099601593625498,0.0
Coat,0.0,0.0,0.031408308004052685,0.0070921985815602835,0.8733535967578521,0.0,0.08814589665653495,0.0,0.0,0.0
Sandal,0.0009891196834817012,0.0,0.0,0.0,0.0,0.9772502472799208,0.0,0.016815034619188922,0.002967359050445104,0.0019782393669634025
Shirt,0.10118406889128095,0.0032292787944025836,0.04951560818083961,0.02798708288482239,0.05059203444564048,0.0,0.759956942949408,0.0,0.006458557588805167,0.001076426264800861
Sneaker,0.0,0.0,0.0,0.0,0.0,0.005994005994005994,0.0,0.9630369630369631,0.0,0.030969030969030968
Bag,0.00499001996007984,0.0,0.0,0.001996007984031936,0.001996007984031936,0.0,0.005988023952095809,0.0,0.9850299401197605,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.01919191919191919,0.0,0.9757575757575757
