epoch,train_loss,val_loss,test_loss
1,1.62,1.37,1.38
2,1.33,1.40,1.42
3,1.23,1.43,1.42
4,1.16,1.21,1.21
5,1.12,1.26,1.27
6,1.07,1.14,1.13
7,1.04,1.22,1.23
8,1.00,1.14,1.15
9,0.98,1.10,1.10
10,0.95,1.27,1.28
