epoch,train_loss,val_loss,test_loss
1,1.62,1.50,1.51
2,1.33,1.33,1.33
3,1.23,1.28,1.28
4,1.16,1.54,1.53
5,1.09,1.27,1.26
6,1.04,1.72,1.73
7,0.99,1.34,1.33
8,0.95,1.20,1.19
9,0.91,1.16,1.17
10,0.88,1.17,1.15
