epoch,train_acc,val_acc,test_acc
1,41.54,45.51,45.32
2,52.71,45.66,46.01
3,56.47,49.35,48.56
4,58.76,55.53,55.38
5,61.10,57.10,57.46
6,63.02,51.26,51.19
7,64.32,59.90,59.50
8,65.85,58.42,57.83
9,67.26,59.25,58.18
10,68.50,61.43,60.71
