epoch,train_acc,val_acc,test_acc
1,38.17,57.07,57.12
2,60.58,66.81,67.08
3,68.72,71.28,70.73
4,73.14,75.20,75.03
5,76.71,76.68,76.71
6,79.30,79.55,79.35
7,81.55,77.37,77.29
8,83.81,80.50,79.76
9,85.70,81.05,81.32
10,87.38,80.90,80.32
